location,truth_date,year_week,value,data_source
RO,2017-04-02,2017-W13,741.9,ERVISS
RO,2017-03-26,2017-W12,788.1,ERVISS
RO,2017-03-19,2017-W11,833.8,ERVISS
RO,2017-03-12,2017-W10,810.9,ERVISS
RO,2017-03-05,2017-W09,779.4,ERVISS
RO,2017-02-26,2017-W08,795.1,ERVISS
RO,2017-02-19,2017-W07,773.6,ERVISS
RO,2017-02-12,2017-W06,801.1,ERVISS
RO,2017-02-05,2017-W05,850.6,ERVISS
RO,2017-01-29,2017-W04,748.7,ERVISS
RO,2017-01-22,2017-W03,876.6,ERVISS
RO,2017-01-15,2017-W02,836.2,ERVISS
RO,2017-01-08,2017-W01,790.4,ERVISS
RO,2017-01-01,2016-W52,723.4,ERVISS
RO,2016-12-25,2016-W51,951.1,ERVISS
RO,2016-12-18,2016-W50,893.1,ERVISS
RO,2016-12-11,2016-W49,812.5,ERVISS
RO,2016-12-04,2016-W48,469.0,ERVISS
RO,2016-11-27,2016-W47,694.1,ERVISS
RO,2016-11-20,2016-W46,698.4,ERVISS
RO,2016-11-13,2016-W45,655.6,ERVISS
RO,2016-11-06,2016-W44,731.4,ERVISS
RO,2016-10-30,2016-W43,735.1,ERVISS
RO,2016-10-23,2016-W42,816.6,ERVISS
RO,2016-10-16,2016-W41,824.7,ERVISS
RO,2016-10-09,2016-W40,815.8,ERVISS
RO,2016-10-02,2016-W39,854.2,ERVISS
RO,2016-09-25,2016-W38,698.8,ERVISS
RO,2016-09-18,2016-W37,457.1,ERVISS
RO,2016-09-11,2016-W36,397.9,ERVISS
RO,2016-09-04,2016-W35,388.5,ERVISS
RO,2016-08-28,2016-W34,407.1,ERVISS
RO,2016-08-21,2016-W33,322.1,ERVISS
RO,2016-08-14,2016-W32,374.7,ERVISS
RO,2016-08-07,2016-W31,374.0,ERVISS
RO,2016-07-31,2016-W30,393.3,ERVISS
RO,2016-07-24,2016-W29,389.4,ERVISS
RO,2016-07-17,2016-W28,399.3,ERVISS
RO,2016-07-10,2016-W27,438.7,ERVISS
RO,2016-07-03,2016-W26,460.7,ERVISS
RO,2016-06-26,2016-W25,412.0,ERVISS
RO,2016-06-19,2016-W24,500.3,ERVISS
RO,2016-06-12,2016-W23,556.0,ERVISS
RO,2016-06-05,2016-W22,586.4,ERVISS
RO,2016-05-29,2016-W21,673.1,ERVISS
RO,2016-05-22,2016-W20,604.5,ERVISS
RO,2016-05-15,2016-W19,608.0,ERVISS
RO,2016-05-08,2016-W18,487.7,ERVISS
RO,2016-05-01,2016-W17,599.5,ERVISS
RO,2016-04-24,2016-W16,638.1,ERVISS
RO,2016-04-17,2016-W15,758.2,ERVISS
RO,2016-04-10,2016-W14,762.7,ERVISS
RO,2016-04-03,2016-W13,764.7,ERVISS
RO,2016-03-27,2016-W12,882.4,ERVISS
RO,2016-03-20,2016-W11,914.3,ERVISS
RO,2016-03-13,2016-W10,934.7,ERVISS
RO,2016-03-06,2016-W09,858.4,ERVISS
RO,2016-02-28,2016-W08,838.2,ERVISS
RO,2016-02-21,2016-W07,791.3,ERVISS
RO,2016-02-14,2016-W06,831.9,ERVISS
RO,2016-02-07,2016-W05,875.4,ERVISS
RO,2016-01-31,2016-W04,843.3,ERVISS
RO,2016-01-24,2016-W03,744.2,ERVISS
RO,2016-01-17,2016-W02,627.2,ERVISS
RO,2016-01-10,2016-W01,589.0,ERVISS
RO,2016-01-03,2015-W53,449.8,ERVISS
RO,2015-12-27,2015-W52,537.0,ERVISS
RO,2015-12-20,2015-W51,758.7,ERVISS
RO,2015-12-13,2015-W50,708.6,ERVISS
RO,2015-12-06,2015-W49,467.8,ERVISS
RO,2015-11-29,2015-W48,615.0,ERVISS
RO,2015-11-22,2015-W47,689.7,ERVISS
RO,2015-11-15,2015-W46,675.9,ERVISS
RO,2015-11-08,2015-W45,695.3,ERVISS
RO,2015-11-01,2015-W44,735.4,ERVISS
RO,2015-10-25,2015-W43,765.9,ERVISS
RO,2015-10-18,2015-W42,808.2,ERVISS
RO,2015-10-11,2015-W41,824.7,ERVISS
RO,2015-10-04,2015-W40,802.0,ERVISS
RO,2015-09-27,2015-W39,688.4,ERVISS
RO,2015-09-20,2015-W38,435.0,ERVISS
RO,2015-09-13,2015-W37,412.4,ERVISS
RO,2015-09-06,2015-W36,346.6,ERVISS
RO,2015-08-30,2015-W35,403.1,ERVISS
RO,2015-08-23,2015-W34,373.0,ERVISS
RO,2015-08-16,2015-W33,314.0,ERVISS
RO,2015-08-09,2015-W32,284.8,ERVISS
RO,2015-08-02,2015-W31,333.6,ERVISS
RO,2015-07-26,2015-W30,346.5,ERVISS
RO,2015-07-19,2015-W29,366.2,ERVISS
RO,2015-07-12,2015-W28,363.6,ERVISS
RO,2015-07-05,2015-W27,394.4,ERVISS
RO,2015-06-28,2015-W26,476.2,ERVISS
RO,2015-06-21,2015-W25,466.7,ERVISS
RO,2015-06-14,2015-W24,539.3,ERVISS
RO,2015-06-07,2015-W23,474.0,ERVISS
RO,2015-05-31,2015-W22,577.0,ERVISS
RO,2015-05-24,2015-W21,604.4,ERVISS
RO,2015-05-17,2015-W20,619.7,ERVISS
RO,2015-05-10,2015-W19,591.1,ERVISS
RO,2015-05-03,2015-W18,513.1,ERVISS
RO,2015-04-26,2015-W17,663.5,ERVISS
RO,2015-04-19,2015-W16,545.6,ERVISS
RO,2015-04-12,2015-W15,620.8,ERVISS
RO,2015-04-05,2015-W14,836.6,ERVISS
RO,2015-03-29,2015-W13,907.7,ERVISS
RO,2015-03-22,2015-W12,999.8,ERVISS
RO,2015-03-15,2015-W11,1075.4,ERVISS
RO,2015-03-08,2015-W10,1075.5,ERVISS
RO,2015-03-01,2015-W09,1277.1,ERVISS
RO,2015-02-22,2015-W08,1132.1,ERVISS
RO,2015-02-15,2015-W07,961.7,ERVISS
RO,2015-02-08,2015-W06,1039.5,ERVISS
RO,2015-02-01,2015-W05,1044.9,ERVISS
RO,2015-01-25,2015-W04,888.7,ERVISS
RO,2015-01-18,2015-W03,818.8,ERVISS
RO,2015-01-11,2015-W02,737.3,ERVISS
RO,2015-01-04,2015-W01,339.9,ERVISS
RO,2014-12-21,2014-W51,847.2,ERVISS
RO,2014-12-14,2014-W50,879.3,ERVISS
RO,2014-12-07,2014-W49,743.8,ERVISS
RO,2014-11-30,2014-W48,783.9,ERVISS
RO,2014-11-23,2014-W47,775.9,ERVISS
RO,2014-11-16,2014-W46,762.2,ERVISS
RO,2014-11-09,2014-W45,828.4,ERVISS
RO,2014-11-02,2014-W44,741.9,ERVISS
RO,2014-10-26,2014-W43,736.5,ERVISS
RO,2014-10-19,2014-W42,795.0,ERVISS
RO,2014-10-12,2014-W41,812.1,ERVISS
RO,2014-10-05,2014-W40,789.7,ERVISS
SK,2023-04-30,2023-W17,1437.7,ERVISS
SK,2023-04-23,2023-W16,1587.2,ERVISS
SK,2023-04-16,2023-W15,1476.4,ERVISS
SK,2023-04-09,2023-W14,1494.5,ERVISS
SK,2023-04-02,2023-W13,1905.6,ERVISS
SK,2023-03-26,2023-W12,1867.2,ERVISS
SK,2023-03-12,2023-W10,1830.9,ERVISS
SK,2023-03-05,2023-W09,2033.3,ERVISS
SK,2023-02-26,2023-W08,2137.8,ERVISS
SK,2023-02-19,2023-W07,2132.5,ERVISS
SK,2023-02-12,2023-W06,2085.2,ERVISS
SK,2023-02-05,2023-W05,1882.6,ERVISS
SK,2023-01-29,2023-W04,1816.7,ERVISS
SK,2023-01-22,2023-W03,1724.2,ERVISS
SK,2023-01-15,2023-W02,1945.2,ERVISS
SK,2023-01-08,2023-W01,2121.5,ERVISS
SK,2023-01-01,2022-W52,2197.8,ERVISS
SK,2022-12-25,2022-W51,3500.3,ERVISS
SK,2022-12-18,2022-W50,3510.7,ERVISS
SK,2022-12-11,2022-W49,2816.8,ERVISS
SK,2022-12-04,2022-W48,2029.4,ERVISS
SK,2022-11-27,2022-W47,1731.7,ERVISS
SK,2022-11-20,2022-W46,1366.6,ERVISS
SK,2022-11-13,2022-W45,1581.7,ERVISS
SK,2022-11-06,2022-W44,1421.9,ERVISS
SK,2022-10-30,2022-W43,1638.2,ERVISS
SK,2022-10-23,2022-W42,1755.6,ERVISS
SK,2022-10-16,2022-W41,1810.1,ERVISS
SK,2022-10-09,2022-W40,1865.8,ERVISS
SK,2022-10-02,2022-W39,1842.7,ERVISS
SK,2022-09-25,2022-W38,1578.2,ERVISS
SK,2022-09-18,2022-W37,928.1,ERVISS
SK,2022-09-11,2022-W36,770.3,ERVISS
SK,2022-09-04,2022-W35,562.9,ERVISS
SK,2022-08-28,2022-W34,711.0,ERVISS
SK,2022-08-21,2022-W33,713.1,ERVISS
SK,2022-08-14,2022-W32,822.9,ERVISS
SK,2022-08-07,2022-W31,805.6,ERVISS
SK,2022-07-31,2022-W30,871.0,ERVISS
SK,2022-07-24,2022-W29,888.1,ERVISS
SK,2022-07-17,2022-W28,923.9,ERVISS
SK,2022-07-10,2022-W27,825.6,ERVISS
SK,2022-07-03,2022-W26,923.4,ERVISS
SK,2022-06-26,2022-W25,1446.2,ERVISS
SK,2022-06-19,2022-W24,1056.4,ERVISS
SK,2022-06-12,2022-W23,1071.3,ERVISS
SK,2022-06-05,2022-W22,1111.5,ERVISS
SK,2022-05-29,2022-W21,1188.4,ERVISS
SK,2022-05-22,2022-W20,1217.7,ERVISS
SK,2022-05-15,2022-W19,1306.9,ERVISS
SK,2022-05-08,2022-W18,1380.7,ERVISS
SK,2022-05-01,2022-W17,1337.8,ERVISS
SK,2022-04-24,2022-W16,1175.0,ERVISS
SK,2022-04-17,2022-W15,1161.6,ERVISS
SK,2022-04-10,2022-W14,1461.8,ERVISS
SK,2022-04-03,2022-W13,1590.5,ERVISS
SK,2022-03-27,2022-W12,1612.6,ERVISS
SK,2022-03-20,2022-W11,1595.3,ERVISS
SK,2022-03-13,2022-W10,1503.5,ERVISS
SK,2022-03-06,2022-W09,1532.1,ERVISS
SK,2022-02-27,2022-W08,1761.8,ERVISS
SK,2022-02-20,2022-W07,1998.0,ERVISS
SK,2022-02-13,2022-W06,2119.3,ERVISS
SK,2022-02-06,2022-W05,1965.9,ERVISS
SK,2022-01-30,2022-W04,1167.2,ERVISS
SK,2022-01-23,2022-W03,930.1,ERVISS
SK,2022-01-16,2022-W02,767.5,ERVISS
SK,2022-01-09,2022-W01,461.3,ERVISS
SK,2022-01-02,2021-W52,661.4,ERVISS
SK,2021-12-26,2021-W51,789.8,ERVISS
SK,2021-12-19,2021-W50,1042.2,ERVISS
SK,2021-12-12,2021-W49,1218.1,ERVISS
SK,2021-12-05,2021-W48,1256.0,ERVISS
SK,2021-11-28,2021-W47,1522.8,ERVISS
SK,2021-11-21,2021-W46,1325.9,ERVISS
SK,2021-11-14,2021-W45,1508.9,ERVISS
SK,2021-11-07,2021-W44,1487.0,ERVISS
SK,2021-10-31,2021-W43,1570.6,ERVISS
SK,2021-10-24,2021-W42,1619.9,ERVISS
SK,2021-10-17,2021-W41,1653.3,ERVISS
SK,2021-10-10,2021-W40,1467.0,ERVISS
SK,2021-10-03,2021-W39,1453.3,ERVISS
SK,2021-09-26,2021-W38,1417.7,ERVISS
SK,2021-09-19,2021-W37,1171.5,ERVISS
SK,2021-09-12,2021-W36,798.7,ERVISS
SK,2021-09-05,2021-W35,476.1,ERVISS
SK,2021-08-29,2021-W34,465.2,ERVISS
SK,2021-08-22,2021-W33,416.8,ERVISS
SK,2021-08-15,2021-W32,403.5,ERVISS
SK,2021-08-08,2021-W31,388.2,ERVISS
SK,2021-08-01,2021-W30,405.7,ERVISS
SK,2021-07-25,2021-W29,388.7,ERVISS
SK,2021-07-18,2021-W28,379.0,ERVISS
SK,2021-07-11,2021-W27,376.2,ERVISS
SK,2021-07-04,2021-W26,470.8,ERVISS
SK,2021-06-27,2021-W25,500.5,ERVISS
SK,2021-06-20,2021-W24,591.8,ERVISS
SK,2021-06-13,2021-W23,638.1,ERVISS
SK,2021-06-06,2021-W22,619.0,ERVISS
SK,2021-05-30,2021-W21,626.9,ERVISS
SK,2021-05-23,2021-W20,574.1,ERVISS
SK,2021-05-16,2021-W19,592.1,ERVISS
SK,2021-05-09,2021-W18,541.9,ERVISS
SK,2021-05-02,2021-W17,535.8,ERVISS
SK,2021-04-25,2021-W16,453.1,ERVISS
SK,2021-04-18,2021-W15,426.3,ERVISS
SK,2021-04-11,2021-W14,365.1,ERVISS
SK,2021-04-04,2021-W13,324.4,ERVISS
SK,2021-03-28,2021-W12,429.8,ERVISS
SK,2021-03-21,2021-W11,438.2,ERVISS
SK,2021-03-14,2021-W10,439.1,ERVISS
SK,2021-03-07,2021-W09,434.0,ERVISS
SK,2021-02-28,2021-W08,422.1,ERVISS
SK,2021-02-21,2021-W07,434.6,ERVISS
SK,2021-02-14,2021-W06,428.7,ERVISS
SK,2021-02-07,2021-W05,453.7,ERVISS
SK,2021-01-31,2021-W04,475.5,ERVISS
SK,2021-01-24,2021-W03,487.5,ERVISS
SK,2021-01-17,2021-W02,523.7,ERVISS
SK,2021-01-10,2021-W01,461.9,ERVISS
SK,2021-01-03,2020-W53,422.0,ERVISS
SK,2020-12-27,2020-W52,401.0,ERVISS
SK,2020-12-20,2020-W51,643.8,ERVISS
SK,2020-12-13,2020-W50,628.3,ERVISS
SK,2020-12-06,2020-W49,600.0,ERVISS
SK,2020-11-29,2020-W48,609.5,ERVISS
SK,2020-11-22,2020-W47,556.7,ERVISS
SK,2020-11-15,2020-W46,568.8,ERVISS
SK,2020-11-08,2020-W45,636.0,ERVISS
SK,2020-11-01,2020-W44,734.2,ERVISS
SK,2020-10-25,2020-W43,866.7,ERVISS
SK,2020-10-18,2020-W42,889.4,ERVISS
SK,2020-10-11,2020-W41,930.7,ERVISS
SK,2020-10-04,2020-W40,978.8,ERVISS
SK,2020-09-27,2020-W39,951.3,ERVISS
SK,2020-09-20,2020-W38,732.6,ERVISS
SK,2020-09-13,2020-W37,559.4,ERVISS
SK,2020-09-06,2020-W36,389.4,ERVISS
SK,2020-08-30,2020-W35,358.4,ERVISS
SK,2020-08-23,2020-W34,373.5,ERVISS
SK,2020-08-16,2020-W33,344.8,ERVISS
SK,2020-08-09,2020-W32,360.0,ERVISS
SK,2020-08-02,2020-W31,348.2,ERVISS
SK,2020-07-26,2020-W30,348.6,ERVISS
SK,2020-07-19,2020-W29,380.2,ERVISS
SK,2020-07-12,2020-W28,325.2,ERVISS
SK,2020-07-05,2020-W27,316.7,ERVISS
SK,2020-06-28,2020-W26,317.5,ERVISS
SK,2020-06-21,2020-W25,281.0,ERVISS
SK,2020-06-14,2020-W24,264.0,ERVISS
SK,2020-06-07,2020-W23,274.5,ERVISS
SK,2020-05-31,2020-W22,280.1,ERVISS
SK,2020-05-24,2020-W21,286.4,ERVISS
SK,2020-05-17,2020-W20,293.7,ERVISS
SK,2020-05-10,2020-W19,290.3,ERVISS
SK,2020-05-03,2020-W18,265.9,ERVISS
SK,2020-04-26,2020-W17,347.6,ERVISS
SK,2020-04-19,2020-W16,353.1,ERVISS
SK,2020-04-12,2020-W15,401.8,ERVISS
SK,2020-04-05,2020-W14,592.3,ERVISS
SK,2020-03-29,2020-W13,767.2,ERVISS
SK,2020-03-22,2020-W12,1157.8,ERVISS
SK,2020-03-15,2020-W11,1793.2,ERVISS
SK,2020-03-08,2020-W10,2049.1,ERVISS
SK,2020-03-01,2020-W09,2291.8,ERVISS
SK,2020-02-23,2020-W08,2301.1,ERVISS
SK,2020-02-16,2020-W07,2543.6,ERVISS
SK,2020-02-09,2020-W06,2526.9,ERVISS
SK,2020-02-02,2020-W05,2366.4,ERVISS
SK,2020-01-26,2020-W04,1796.6,ERVISS
SK,2020-01-19,2020-W03,1560.6,ERVISS
SK,2020-01-12,2020-W02,1349.7,ERVISS
SK,2020-01-05,2020-W01,868.0,ERVISS
SK,2019-12-29,2019-W52,585.6,ERVISS
SK,2019-12-22,2019-W51,1775.5,ERVISS
SK,2019-12-15,2019-W50,1768.4,ERVISS
SK,2019-12-08,2019-W49,1662.9,ERVISS
SK,2019-12-01,2019-W48,1648.4,ERVISS
SK,2019-11-24,2019-W47,1519.7,ERVISS
SK,2019-11-17,2019-W46,1510.2,ERVISS
SK,2019-11-10,2019-W45,1467.1,ERVISS
SK,2019-11-03,2019-W44,1271.7,ERVISS
SK,2019-10-27,2019-W43,1434.1,ERVISS
SK,2019-10-20,2019-W42,1479.8,ERVISS
SK,2019-10-13,2019-W41,1577.4,ERVISS
SK,2019-10-06,2019-W40,1624.2,ERVISS
SK,2019-09-29,2019-W39,1680.9,ERVISS
SK,2019-09-22,2019-W38,1516.4,ERVISS
SK,2019-09-15,2019-W37,999.7,ERVISS
SK,2019-09-08,2019-W36,626.5,ERVISS
SK,2019-09-01,2019-W35,441.3,ERVISS
SK,2019-08-25,2019-W34,528.3,ERVISS
SK,2019-08-18,2019-W33,532.4,ERVISS
SK,2019-08-11,2019-W32,478.2,ERVISS
SK,2019-08-04,2019-W31,550.2,ERVISS
SK,2019-07-28,2019-W30,562.8,ERVISS
SK,2019-07-21,2019-W29,638.2,ERVISS
SK,2019-07-14,2019-W28,705.9,ERVISS
SK,2019-07-07,2019-W27,590.5,ERVISS
SK,2019-06-30,2019-W26,788.7,ERVISS
SK,2019-06-23,2019-W25,931.1,ERVISS
SK,2019-06-16,2019-W24,994.9,ERVISS
SK,2019-06-09,2019-W23,1079.0,ERVISS
SK,2019-06-02,2019-W22,1176.1,ERVISS
SK,2019-05-26,2019-W21,1210.1,ERVISS
SK,2019-05-19,2019-W20,1216.0,ERVISS
SK,2019-05-12,2019-W19,1069.8,ERVISS
SK,2019-05-05,2019-W18,1033.4,ERVISS
SK,2019-04-28,2019-W17,1059.2,ERVISS
SK,2019-04-21,2019-W16,1124.7,ERVISS
SK,2019-04-14,2019-W15,1370.0,ERVISS
SK,2019-04-07,2019-W14,1414.1,ERVISS
SK,2019-03-31,2019-W13,1491.4,ERVISS
SK,2019-03-24,2019-W12,1578.7,ERVISS
SK,2019-03-17,2019-W11,1722.9,ERVISS
SK,2019-03-10,2019-W10,1933.1,ERVISS
SK,2019-03-03,2019-W09,2284.3,ERVISS
SK,2019-02-24,2019-W08,2830.6,ERVISS
SK,2019-02-17,2019-W07,3169.5,ERVISS
SK,2019-02-10,2019-W06,2934.9,ERVISS
SK,2019-02-03,2019-W05,2592.3,ERVISS
SK,2019-01-27,2019-W04,2079.7,ERVISS
SK,2019-01-20,2019-W03,1745.4,ERVISS
SK,2019-01-13,2019-W02,1670.4,ERVISS
SK,2019-01-06,2019-W01,1120.7,ERVISS
SK,2018-12-30,2018-W52,804.0,ERVISS
SK,2018-12-23,2018-W51,2085.3,ERVISS
SK,2018-12-16,2018-W50,1977.9,ERVISS
SK,2018-12-09,2018-W49,1837.2,ERVISS
SK,2018-12-02,2018-W48,1783.4,ERVISS
SK,2018-11-25,2018-W47,1570.3,ERVISS
SK,2018-11-18,2018-W46,1434.0,ERVISS
SK,2018-11-11,2018-W45,1390.0,ERVISS
SK,2018-11-04,2018-W44,1037.4,ERVISS
SK,2018-10-28,2018-W43,1540.4,ERVISS
SK,2018-10-21,2018-W42,1580.7,ERVISS
SK,2018-10-14,2018-W41,1507.3,ERVISS
SK,2018-10-07,2018-W40,1565.9,ERVISS
SK,2018-09-30,2018-W39,1496.5,ERVISS
SK,2018-09-23,2018-W38,1263.5,ERVISS
SK,2018-09-16,2018-W37,890.9,ERVISS
SK,2018-09-09,2018-W36,655.1,ERVISS
SK,2018-09-02,2018-W35,478.5,ERVISS
SK,2018-08-26,2018-W34,529.8,ERVISS
SK,2018-08-19,2018-W33,505.6,ERVISS
SK,2018-08-12,2018-W32,474.6,ERVISS
SK,2018-08-05,2018-W31,510.7,ERVISS
SK,2018-07-29,2018-W30,566.5,ERVISS
SK,2018-07-22,2018-W29,610.8,ERVISS
SK,2018-07-15,2018-W28,697.3,ERVISS
SK,2018-07-08,2018-W27,617.4,ERVISS
SK,2018-07-01,2018-W26,864.3,ERVISS
SK,2018-06-24,2018-W25,957.5,ERVISS
SK,2018-06-17,2018-W24,954.6,ERVISS
SK,2018-06-10,2018-W23,988.0,ERVISS
SK,2018-06-03,2018-W22,1030.3,ERVISS
SK,2018-05-27,2018-W21,1006.9,ERVISS
SK,2018-05-20,2018-W20,1053.9,ERVISS
SK,2018-05-13,2018-W19,949.3,ERVISS
SK,2018-05-06,2018-W18,1064.6,ERVISS
SK,2018-04-29,2018-W17,1205.9,ERVISS
SK,2018-04-22,2018-W16,1199.6,ERVISS
SK,2018-04-15,2018-W15,1309.4,ERVISS
SK,2018-04-08,2018-W14,1315.7,ERVISS
SK,2018-04-01,2018-W13,1448.5,ERVISS
SK,2018-03-25,2018-W12,1833.5,ERVISS
SK,2018-03-18,2018-W11,1991.8,ERVISS
SK,2018-03-11,2018-W10,2195.3,ERVISS
SK,2018-03-04,2018-W09,3841.2,ERVISS
SK,2018-02-25,2018-W08,4543.6,ERVISS
SK,2018-02-18,2018-W07,4884.8,ERVISS
SK,2018-02-11,2018-W06,4433.6,ERVISS
SK,2018-02-04,2018-W05,4091.4,ERVISS
SK,2018-01-28,2018-W04,2079.7,ERVISS
SK,2018-01-21,2018-W03,1876.3,ERVISS
SK,2018-01-14,2018-W02,1672.7,ERVISS
SK,2018-01-07,2018-W01,1285.0,ERVISS
SK,2017-12-31,2017-W52,1157.8,ERVISS
SK,2017-12-24,2017-W51,1782.9,ERVISS
SK,2017-12-17,2017-W50,1752.6,ERVISS
SK,2017-12-10,2017-W49,1672.2,ERVISS
SK,2017-12-03,2017-W48,1650.8,ERVISS
SK,2017-11-26,2017-W47,1520.4,ERVISS
SK,2017-11-19,2017-W46,1331.8,ERVISS
SK,2017-11-12,2017-W45,1504.0,ERVISS
SK,2017-11-05,2017-W44,1346.1,ERVISS
SK,2017-10-29,2017-W43,1555.7,ERVISS
SK,2017-10-22,2017-W42,1590.5,ERVISS
SK,2017-10-15,2017-W41,1694.1,ERVISS
SK,2017-10-08,2017-W40,1747.1,ERVISS
SK,2017-10-01,2017-W39,1735.4,ERVISS
SK,2017-09-24,2017-W38,1479.0,ERVISS
SK,2017-09-17,2017-W37,859.5,ERVISS
SK,2017-09-10,2017-W36,730.8,ERVISS
SK,2017-09-03,2017-W35,451.8,ERVISS
SK,2017-08-27,2017-W34,559.0,ERVISS
SK,2017-08-20,2017-W33,533.9,ERVISS
SK,2017-08-13,2017-W32,531.2,ERVISS
SK,2017-08-06,2017-W31,515.1,ERVISS
SK,2017-07-30,2017-W30,570.7,ERVISS
SK,2017-07-23,2017-W29,584.8,ERVISS
SK,2017-07-16,2017-W28,614.7,ERVISS
SK,2017-07-09,2017-W27,639.7,ERVISS
SK,2017-07-02,2017-W26,791.9,ERVISS
SK,2017-06-25,2017-W25,904.7,ERVISS
SK,2017-06-18,2017-W24,975.7,ERVISS
SK,2017-06-11,2017-W23,988.1,ERVISS
SK,2017-06-04,2017-W22,1066.5,ERVISS
SK,2017-05-28,2017-W21,1141.8,ERVISS
SK,2017-05-21,2017-W20,1156.6,ERVISS
SK,2017-05-14,2017-W19,1214.0,ERVISS
SK,2017-05-07,2017-W18,1233.2,ERVISS
SK,2017-04-30,2017-W17,1342.8,ERVISS
SK,2017-04-23,2017-W16,1173.9,ERVISS
SK,2017-04-16,2017-W15,1153.8,ERVISS
SK,2017-04-09,2017-W14,1402.4,ERVISS
SK,2017-04-02,2017-W13,1449.9,ERVISS
SK,2017-03-26,2017-W12,1474.3,ERVISS
SK,2017-03-19,2017-W11,1497.3,ERVISS
SK,2017-03-12,2017-W10,1600.1,ERVISS
SK,2017-03-05,2017-W09,1804.1,ERVISS
SK,2017-02-26,2017-W08,2018.6,ERVISS
SK,2017-02-19,2017-W07,2290.7,ERVISS
SK,2017-02-12,2017-W06,2654.9,ERVISS
SK,2017-02-05,2017-W05,2967.9,ERVISS
SK,2017-01-29,2017-W04,3125.8,ERVISS
SK,2017-01-22,2017-W03,2467.5,ERVISS
SK,2017-01-15,2017-W02,2291.5,ERVISS
SK,2017-01-08,2017-W01,1713.1,ERVISS
SK,2017-01-01,2016-W52,1752.6,ERVISS
SK,2016-12-25,2016-W51,2308.4,ERVISS
SK,2016-12-18,2016-W50,2026.6,ERVISS
SK,2016-12-11,2016-W49,1763.7,ERVISS
SK,2016-12-04,2016-W48,1674.7,ERVISS
SK,2016-11-27,2016-W47,1582.7,ERVISS
SK,2016-11-20,2016-W46,1475.9,ERVISS
SK,2016-11-13,2016-W45,1556.9,ERVISS
SK,2016-11-06,2016-W44,1462.1,ERVISS
SK,2016-10-30,2016-W43,1569.7,ERVISS
SK,2016-10-23,2016-W42,1694.5,ERVISS
SK,2016-10-16,2016-W41,1656.8,ERVISS
SK,2016-10-09,2016-W40,1617.8,ERVISS
SK,2016-10-02,2016-W39,1538.9,ERVISS
SK,2016-09-25,2016-W38,1332.8,ERVISS
SK,2016-09-18,2016-W37,787.3,ERVISS
SK,2016-09-11,2016-W36,687.7,ERVISS
SK,2016-09-04,2016-W35,463.1,ERVISS
SK,2016-08-28,2016-W34,561.8,ERVISS
SK,2016-08-21,2016-W33,579.6,ERVISS
SK,2016-08-14,2016-W32,553.4,ERVISS
SK,2016-08-07,2016-W31,544.6,ERVISS
SK,2016-07-31,2016-W30,546.5,ERVISS
SK,2016-07-24,2016-W29,600.4,ERVISS
SK,2016-07-17,2016-W28,661.9,ERVISS
SK,2016-07-10,2016-W27,649.5,ERVISS
SK,2016-07-03,2016-W26,769.6,ERVISS
SK,2016-06-19,2016-W24,1034.9,ERVISS
SK,2016-06-12,2016-W23,1030.8,ERVISS
SK,2016-06-05,2016-W22,1064.7,ERVISS
SK,2016-05-29,2016-W21,1211.3,ERVISS
SK,2016-05-22,2016-W20,1322.8,ERVISS
SK,2016-05-15,2016-W19,1316.7,ERVISS
SK,2016-05-08,2016-W18,1428.3,ERVISS
SK,2016-05-01,2016-W17,1504.9,ERVISS
SK,2016-04-24,2016-W16,1454.7,ERVISS
SK,2016-04-17,2016-W15,1525.8,ERVISS
SK,2016-04-10,2016-W14,1551.6,ERVISS
SK,2016-04-03,2016-W13,1609.5,ERVISS
SK,2016-03-27,2016-W12,1535.7,ERVISS
SK,2016-03-20,2016-W11,1767.8,ERVISS
SK,2016-03-13,2016-W10,1821.6,ERVISS
SK,2016-03-06,2016-W09,1857.5,ERVISS
SK,2016-02-28,2016-W08,2107.3,ERVISS
SK,2016-02-21,2016-W07,2315.3,ERVISS
SK,2016-02-14,2016-W06,2173.2,ERVISS
SK,2016-02-07,2016-W05,1930.3,ERVISS
SK,2016-01-31,2016-W04,1684.0,ERVISS
SK,2016-01-24,2016-W03,1563.1,ERVISS
SK,2016-01-17,2016-W02,1362.6,ERVISS
SK,2016-01-10,2016-W01,1397.0,ERVISS
SK,2015-12-27,2015-W52,1265.5,ERVISS
SK,2015-12-20,2015-W51,1706.4,ERVISS
SK,2015-12-13,2015-W50,1591.4,ERVISS
SK,2015-12-06,2015-W49,1526.0,ERVISS
SK,2015-11-29,2015-W48,1538.7,ERVISS
SK,2015-11-22,2015-W47,1441.6,ERVISS
SK,2015-11-15,2015-W46,1517.9,ERVISS
SK,2015-11-08,2015-W45,1565.4,ERVISS
SK,2015-11-01,2015-W44,1559.9,ERVISS
SK,2015-10-25,2015-W43,1668.3,ERVISS
SK,2015-10-18,2015-W42,1598.5,ERVISS
SK,2015-10-11,2015-W41,1540.9,ERVISS
SK,2015-10-04,2015-W40,1506.7,ERVISS
SK,2015-09-27,2015-W39,1357.2,ERVISS
SK,2015-09-20,2015-W38,1131.3,ERVISS
SK,2015-09-13,2015-W37,845.5,ERVISS
SK,2015-09-06,2015-W36,603.5,ERVISS
SK,2015-08-30,2015-W35,551.3,ERVISS
